"Código","Nombre","Díametro Exterior","Espesor Nominal","Largo Mínimo","Largo Máximo","Tipo Costura","Tipo de Acero","Tratamiento Térmico","Norma","Forma","Rubro","Materia prima"
"C0000363","50,80 x 4,00 x SC T22 ASTM A 213 (11800/11800)","50.8","4","11800","11800","SC","T22","","ASTM A 213","","","mp"
"C0000364","50,80 x 4,00 x SC ASTM A 192 (11800/11800)","50.8","4","11800","11800","SC","","","ASTM A 192","REDONDO","PARA CALDERAS","mp"
"C0000365","50,80 x 4,25 x SC SAE 1010 (12000/12000)","50.8","4.25","12000","12000","SC","SAE 1010","","","","","mp"
"C0000366","50,80 x 4,50 x SC T22 ASTM A 213 (11800/11800)","50.8","4.5","11800","11800","SC","T22","","ASTM A 213","REDONDO","","mp"
"C0000367","50,80 x 4,50 x SC T11 ASTM A 213 (11800/11800)","50.8","4.5","11800","11800","SC","T11","","ASTM A 213","","","mp"
"C0000368","50,80 x 4,50 x SC SAE 1010 (12000/12000)","50.8","4.5","12000","12000","SC","SAE 1010","","","","","mp"
"C0000369","50,80 x 4,75 x SC SAE 1008 ASTM A 519 (11000/13000)","50.8","4.75","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000370","50,80 x 6,30 x SC SAE 1010 ASTM A 519 (11000/13000)","50.8","6.3","11000","13000","SC","SAE 1010","","ASTM A 519","REDONDO","PARA TREFILAR","mp"
"C0000371","60,30 x 3,20 x SC SAE 1010 ASTM A 192 (11000/13000)","60.3","3.2","11000","13000","SC","SAE 1010","","ASTM A 192","REDONDO","PARA TREFILAR","mp"
"C0000372","60,30 x 3,20 x SC SAE 1020 ASTM A 519 (11000/13000)","60.3","3.2","11000","13000","SC","SAE 1020","","ASTM A 519","","","mp"
"C0000373","60,30 x 3,35 x SC SAE 1020 (6000/6000)","60.3","3.35","6000","6000","SC","SAE 1020","","","","","mp"
"C0000374","60,30 x 3,35 x SC SAE 1020 (6700/6700)","60.3","3.35","6700","6700","SC","SAE 1020","","","","","mp"
"C0000375","60,30 x 3,35 x SC SAE 1020 (7500/7500)","60.3","3.35","7500","7500","SC","SAE 1020","","","","","mp"
"C0000376","60,30 x 3,35 x SC SAE 1010 (12000/12000)","60.3","3.35","12000","12000","SC","SAE 1010","","","","","mp"
"C0000377","60,30 x 3,35 x SC SAE 1020 (12000/12000)","60.3","3.35","12000","12000","SC","SAE 1020","","","","","mp"
"C0000378","60,30 x 3,60 x SC SAE 1008 ASTM A 519 (11000/13000)","60.3","3.6","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000379","60,30 x 3,91 x SC GºB ASTM A 106 2"" SCH 40 (11800/11800)","60.3","3.91","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000380","60,30 x 3,91 x SC SAE 1020 ASTM A 106 / API 5L 2"" SCH 40 (11800/11800)","60.3","3.91","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000381","60,30 x 3,91 x SC SAE 1020 ASTM A 519 2"" SCH 40 (11000/13000)","60.3","3.91","11000","13000","SC","SAE 1020","","ASTM A 519","","","mp"
"C0000382","60,30 x 3,91 x SC SAE 1008 ASTM A 519 2"" SCH 40 (11000/13000)","60.3","3.91","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000383","60,30 x 4,25 x SC SAE 1010 (12000/12000)","60.3","4.25","12000","12000","SC","SAE 1010","","","","","mp"
"C0000384","60,30 x 4,55 x SC SAE 1008 ASTM A 519 (11000/13000)","60.3","4.55","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000385","60,30 x 4,75 x SC SAE 1010 (12000/12000)","60.3","4.75","12000","12000","SC","SAE 1010","","","","","mp"
"C0000386","60,30 x 5,54 x SC SAE 1020 ASTM A 106 2"" SCH 80 (11800/11800)","60.3","5.54","11800","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000387","60,30 x 5,54 x SC SAE 1020 ASTM A 106 / API 5L 2"" SCH 80 (11800/11800)","60.3","5.54","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000388","60,30 x 5,54 x SC SAE 1008 ASTM A 519 2"" SCH 80 (11000/13000)","60.3","5.54","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000389","60,30 x 6,30 x SC SAE 1020 ASTM A 519 (11000/13000)","60.3","6.3","11000","13000","SC","SAE 1020","","ASTM A 519","REDONDO","PARA TREFILAR","mp"
"C0000390","60,30 x 6,30 x SC SAE 1008 ASTM A 519 (11000/13000)","60.3","6.3","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000391","60,30 x 7,62 x SC SAE 1008 ASTM A 519 (11000/13000)","60.3","7.62","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000392","60,30 x 8,74 x SC SAE 1020 ASTM A 106 2"" SCH 160 (11800/11800)","60.3","8.74","11800","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000393","60,30 x 8,74 x SC GºB ASTM A 106 / API 5L 2"" SCH 160 (11800/11800)","60.3","8.74","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000394","60,30 x 8,74 x SC SAE 1008 ASTM A 519 2"" SCH 160 (11000/13000)","60.3","8.74","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000395","60,30 x 8,74 x SC SAE 1020 ASTM A 519 2"" SCH 160 (11000/13000)","60.3","8.74","11000","13000","SC","SAE 1020","","ASTM A 519","","","mp"
"C0000396","60,30 x 11,07 x SC GºB ASTM A 106 / API 5L 2"" SCH XXS (11800/11800)","60.3","11.07","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000397","63,50 x 3,20 x SC T11 ASTM A 213 (11800/11800)","63.5","3.2","11800","11800","SC","T11","","ASTM A 213","","","mp"
"C0000398","63,50 x 3,20 x SC T22 ASTM A 213 (11800/11800)","63.5","3.2","11800","11800","SC","T22","","ASTM A 213","","","mp"
"C0000399","63,50 x 3,20 x SC SAE 1008 ASTM A 519 (11000/13000)","63.5","3.2","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000400","63,50 x 3,60 x SC SAE 1008 ASTM A 519 (11000/13000)","63.5","3.6","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000401","63,50 x 3,75 x SC SAE 1008 ASTM A 519 (11400/12400)","63.5","3.75","11400","12400","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000402","63,50 x 4,00 x SC T11 ASTM A 213 (11800/11800)","63.5","4","11800","11800","SC","T11","","ASTM A 213","","","mp"
"C0000403","63,50 x 4,00 x SC T22 ASTM A 213 (11800/11800)","63.5","4","11800","11800","SC","T22","","ASTM A 213","","","mp"
"C0000404","63,50 x 4,00 x SC SAE 1008/1010   ASTM A 519 (11000/13000)","63.5","4","11000","13000","SC","SAE 1008/1010  ","","ASTM A 519","REDONDO","PARA TREFILAR","mp"
"C0000405","63,50 x 4,25 x SC SAE 1010 (12000/12000)","63.5","4.25","12000","12000","SC","SAE 1010","","","","","mp"
"C0000406","63,50 x 4,25 x SC SAE 1020 (12000/12000)","63.5","4.25","12000","12000","SC","SAE 1020","","","","","mp"
"C0000407","63,50 x 4,55 x SC SAE 1010 (12000/12000)","63.5","4.55","12000","12000","SC","SAE 1010","","","","","mp"
"C0000408","63,50 x 4,75 x SC SAE 1010 (12000/12000)","63.5","4.75","12000","12000","SC","SAE 1010","","","","","mp"
"C0000409","63,50 x 6,30 x SC SAE 1008 ASTM A 519 (11000/13000)","63.5","6.3","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000410","63,50 x 6,35 x SC T11 ASTM A 213 (11800/11800)","63.5","6.35","11800","11800","SC","T11","","ASTM A 213","","","mp"
"C0000411","70,00 x 6,80 x SC SAE 1020 (7700/7700)","70","6.8","7700","7700","SC","SAE 1020","","","","","mp"
"C0000412","70,00 x 6,80 x SC SAE 1020 (8300/8300)","70","6.8","8300","8300","SC","SAE 1020","","","","","mp"
"C0000413","70,00 x 6,80 x SC SAE 1020 (9600/9600)","70","6.8","9600","9600","SC","SAE 1020","","","","","mp"
"C0000414","73,20 x 4,75 x SC SAE 1020 (12000/12000)","73.2","4.75","12000","12000","SC","SAE 1020","","","","","mp"
"C0000415","73,00 x 5,16 x SC SAE 1020 ASTM A 106 2 1/2"" SCH 40 (11800/11800)","73","5.16","11800","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000416","73,00 x 5,16 x SC SAE 1020 ASTM A 106 / API 5L 2 1/2"" SCH 40 (11800/11800)","73","5.16","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000417","73,00 x 5,16 x SC SAE 1008 ASTM A 192 2 1/2"" SCH 40 (11000/13000)","73","5.16","11000","13000","SC","SAE 1008","","ASTM A 192","","","mp"
"C0000418","73,00 x 5,16 x SC SAE 1008 ASTM A 519 2 1/2"" SCH 40 (11000/13000)","73","5.16","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000419","73,00 x 5,16 x SC SAE 1008 ASTM A 192 2 1/2"" SCH 40 (5000/7000)","73","5.16","5000","7000","SC","SAE 1008","","ASTM A 192","","","mp"
"C0000420","73,00 x 7,01 x SC SAE 1020 2 1/2"" SCH 80 (12000/12000)","73","7.01","12000","12000","SC","SAE 1020","","","","","mp"
"C0000421","73,20 x 7,01 x SC SAE 1010 (12000/12000)","73.2","7.01","12000","12000","SC","SAE 1010","","","","","mp"
"C0000422","73,00 x 7,62 x SC SAE 1008 ASTM A 519 (11000/13000)","73","7.62","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000423","73,20 x 9,53 x SC SAE 1008 ASTM A 519 (11000/13000)","73.2","9.53","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000424","76,20 x 3,20 x SC SAE 1008 ASTM A 519 (6000/6000)","76.2","3.2","6000","6000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000425","76,20 x 3,20 x SC SAE 1008 ASTM A 519 (11000/13000)","76.2","3.2","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000426","76,20 x 3,50 x SC SAE 1008 ASTM A 519 (11000/13000)","76.2","3.5","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000427","76,20 x 3,75 x SC SAE 1010 (12000/12000)","76.2","3.75","12000","12000","SC","SAE 1010","","","","","mp"
"C0000428","76,20 x 4,00 x SC SAE 1008 ASTM A 519 (11000/13000)","76.2","4","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000429","76,20 x 4,20 x SC SAE 1010 (12000/12000)","76.2","4.2","12000","12000","SC","SAE 1010","","","","","mp"
"C0000430","76,20 x 4,20 x SC SAE 1008 ASTM A 519 (11000/13000)","76.2","4.2","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000431","76,20 x 4,55 x SC SAE 1010 (12000/12000)","76.2","4.55","12000","12000","SC","SAE 1010","","","","","mp"
"C0000432","76,20 x 4,55 x SC SAE 1008 ASTM A 519 (11000/12000)","76.2","4.55","11000","12000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000433","76,20 x 4,75 x SC SAE 1010 (12000/12000)","76.2","4.75","12000","12000","SC","SAE 1010","","","","","mp"
"C0000434","76,20 x 4,75 x SC SAE 1008 ASTM A 519 (11000/13000)","76.2","4.75","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000435","76,20 x 6,45 x SC SAE 1016 DIN 2391 (5800/5800)","76.2","6.45","5800","5800","SC","SAE 1016","","DIN 2391","","","mp"
"C0000436","82,55 x 3,25 x SC SAE 1008 ASTM A 519 (11000/13000)","82.55","3.25","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000437","82,55 x 3,75 x SC SAE 1008 ASTM A 519 (11000/13000)","82.55","3.75","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000438","82,55 x 4,00 x SC SAE 1008 ASTM A 519 (11000/13000)","82.55","4","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000439","82,55 x 4,25 x SC SAE 1008 ASTM A 519 (11000/13000)","82.55","4.25","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000440","82,55 x 4,55 x SC SAE 1008 ASTM A 519 (11000/13000)","82.55","4.55","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000441","82,55 x 4,75 x SC SAE 1008 ASTM A 519 (11000/12400)","82.55","4.75","11000","12400","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000442","88,90 x 3,20 x SC SAE 1008 ASTM A 519 (11000/13000)","88.9","3.2","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000443","88,90 x 4,25 x SC SAE 1008 ASTM A 519 (12000/13000)","88.9","4.25","12000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000444","88,90 x 4,55 x SC SAE 1008 ASTM A 519 (11400/12400)","88.9","4.55","11400","12400","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000445","88,90 x 5,49 x SC SAE 1008 ASTM A 192 3"" SCH 40 (11800/11800)","88.9","5.49","11800","11800","SC","SAE 1008","","ASTM A 192","","","mp"
"C0000446","88,90 x 5,49 x SC GºB ASTM A 106 / API 5L 3"" SCH 40 (11800/11800)","88.9","5.49","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000447","88,90 x 5,49 x SC SAE 1008 ASTM A 519 3"" SCH 40 (11000/13000)","88.9","5.49","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000448","88,90 x 7,14 x SC SAE 1008 ASTM A 519 (11000/13000)","88.9","7.14","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000449","88,90 x 7,62 x SC SAE 1020 ASTM A 106 3"" SCH 80 (11800/11800)","88.9","7.62","11800","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000450","88,90 x 7,62 x SC SAE 1020 ASTM A 106 / API 5L 3"" SCH 80 (11800/11800)","88.9","7.62","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000451","88,90 x 7,62 x SC SAE 1008 ASTM A 519 3"" SCH 80 (11000/13000)","88.9","7.62","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000452","88,90 x 11,13 x SC SAE 1020 ASTM A 106 / API 5L 3"" SCH 160 (11800/11800)","88.9","11.13","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000453","88,90 x 11,13 x SC SAE 1008 ASTM A 519 3"" SCH 160 (11000/13000)","88.9","11.13","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000454","88,90 x 15,24 x SC GºB ASTM A 106 / API 5L 3"" SCH XXS (11800/11800)","88.9","15.24","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000455","101,60 x 3,60 x SC SAE 1008 ASTM A 519 (11000/13000)","101.6","3.6","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000456","101,60 x 4,55 x SC SAE 1008 ASTM A 519 (11000/13000)","101.6","4.55","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000457","101,60 x 5,74 x SC GºB ASTM A 106 / API 5L 3 1/2"" SCH 40 (11800/11800)","101.6","5.74","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000458","101,60 x 5,74 x SC SAE 1008 ASTM A 519 3 1/2"" SCH 40 (11000/13000)","101.6","5.74","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000459","101,60 x 5,74 x SC GºB ASTM A 106 3 1/2"" SCH 40 (7300/11800)","101.6","5.74","7300","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000460","101,60 x 7,10 x SC SAE 1008 ASTM A 519 (11000/13000)","101.6","7.1","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000461","101,60 x 8,10 x SC SAE 1020 ASTM A 106 (7100/7500)","101.6","8.1","7100","7500","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000462","101,60 x 12,50 x SC GºB ASTM A 106 (6000/8300)","101.6","12.5","6000","8300","SC","GºB","","ASTM A 106","","","mp"
"C0000463","114,30 x 4,78 x SC GºB ASTM A 106 (7000/8500)","114.3","4.78","7000","8500","SC","GºB","","ASTM A 106","","","mp"
"C0000464","114,30 x 6,02 x SC SAE 1020 ASTM A 106 4"" SCH 40 (11800/11800)","114.3","6.02","11800","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000465","114,30 x 6,02 x SC GºB ASTM A 106 / API 5L 4"" SCH 40 (11800/11800)","114.3","6.02","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000466","114,30 x 6,02 x SC SAE 1020 API 5L X42 TRICAPADO 4"" SCH 40 (12000/12000)","114.3","6.02","12000","12000","SC","SAE 1020","","API 5L X42 TRICAPADO","","","mp"
"C0000467","114,30 x 6,02 x SC GºB ASTM A 106 4"" SCH 40 (5880/5880)","114.3","6.02","5880","5880","SC","GºB","","ASTM A 106","","","mp"
"C0000468","114,30 x 6,35 x SC GºB ASTM A 106 (11650/11800)","114.3","6.35","11650","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000469","114,30 x 6,55 x SC GºB ASTM A 106 (11800/11800)","114.3","6.55","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000470","114,30 x 8,56 x SC GºB ASTM A 106 4"" SCH 80 (11800/11800)","114.3","8.56","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000471","114,30 x 8,56 x SC GºB ASTM A 106 / API 5L 4"" SCH 80 (11800/11800)","114.3","8.56","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000472","114,30 x 9,53 x SC GºB ASTM A 106 (11800/11800)","114.3","9.53","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000473","114,30 x 11,13 x SC GºB ASTM A 106 4"" SCH 120 (11800/11800)","114.3","11.13","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000474","114,30 x 11,13 x SC GºB ASTM A 106 / API 5L 4"" SCH 120 (11800/11800)","114.3","11.13","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000475","114,30 x 12,70 x SC GºB ASTM A 106 4"" (11800/11800)","114.3","12.7","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000476","114,30 x 12,70 x SC GºB ASTM A 106 / API 5L 4"" (11800/11800)","114.3","12.7","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000477","114,30 x 13,49 x SC SAE 1020 ASTM A 106 / API 5L 4"" SCH 160 (11800/11800)","114.3","13.49","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000478","114,30 x 13,49 x SC GºB ASTM A 106 4"" SCH 160 (5200/11800)","114.3","13.49","5200","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000479","114,30 x 17,12 x SC GºB ASTM A 106 / API 5L 4"" SCH XXS (11800/11800)","114.3","17.12","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000480","141,30 x 6,55 x SC SAE 1008 ASTM A 519 5"" SCH 40 (11000/13000)","141.3","6.55","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000481","141,30 x 6,55 x SC GºB ASTM A 106 5"" SCH 40 (8100/11800)","141.3","6.55","8100","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000482","141,30 x 9,52 x SC GºB ASTM A 106 5"" SCH 80 (5000/11800)","141.3","9.52","5000","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000483","141,30 x 12,70 x SC GºB ASTM A 106 5"" SCH 120 (6000/11800)","141.3","12.7","6000","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000484","168,30 x 7,11 x SC GºB ASTM A 106 / API 5L 6"" SCH 40 (11800/11800)","168.3","7.11","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000485","168,30 x 7,11 x SC SAE 1020 ASTM A 106 6"" SCH 40 (11800/11800)","168.3","7.11","11800","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000486","168,30 x 10,97 x SC SAE 1020 ASTM A 106 / API 5L 6"" SCH 80 (11800/11800)","168.3","10.97","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000487","168,30 x 10,97 x SC X42 PSL2 ASTM A 106 / API 5L 6"" SCH 80 (11000/11800)","168.3","10.97","11000","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000488","168,30 x 14,27 x SC SAE 1020 ASTM A 106 6"" SCH 120 (8200/11800)","168.3","14.27","8200","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000489","168,30 x 18,26 x SC GºB ASTM A 106 / API 5L 6"" SCH 160 (11800/11800)","168.3","18.26","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000490","168,30 x 18,26 x SC GºB ASTM A 106 6"" SCH 160 (8200/11800)","168.3","18.26","8200","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000491","168,30 x 21,95 x SC GºB ASTM A 106 / API 5L 6"" SCH XXS (11800/11800)","168.3","21.95","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000492","219,10 x 6,35 x SC GºB ASTM A 106 / API 5L 8"" SCH 20 (11700/11800)","219.1","6.35","11700","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000493","219,10 x 6,35 x SC GºB ASTM A 106 8"" SCH 20 (8500/11800)","219.1","6.35","8500","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000494","219,10 x 7,04 x SC SAE 1020 ASTM A 106 / API 5L 8"" SCH 30 (11800/11800)","219.1","7.04","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000495","219,10 x 7,04 x SC ASTM A 106 8"" SCH 30 (9400/11800)","219.1","7.04","9400","11800","SC","","","ASTM A 106","","","mp"
"C0000496","219,10 x 8,18 x SC GºB ASTM A 106 / API 5L 8"" SCH 40 (11700/11800)","219.1","8.18","11700","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000497","219,10 x 8,18 x SC GºB ASTM A 106 8"" SCH 40 (8880/11800)","219.1","8.18","8880","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000498","219,10 x 10,31 x SC SAE 1020 ASTM A 106 / API 5L 8"" SCH 60 (11800/11800)","219.1","10.31","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000499","219,10 x 10,31 x SC SAE 1020 ASTM A 106 8"" SCH 60 (6450/11800)","219.1","10.31","6450","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000500","219,10 x 12,70 x SC GºB ASTM A 106 / API 5L 8"" SCH 80 (11800/11800)","219.1","12.7","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000501","219,10 x 12,70 x SC SAE 1020 ASTM A 106 8"" SCH 80 (8540/11800)","219.1","12.7","8540","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000502","219,10 x 15,09 x SC GºB ASTM A 106 8"" SCH 100 (8200/11800)","219.1","15.09","8200","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000503","219,10 x 18,26 x SC GºB ASTM A 106 / API 5L 8"" SCH 120 (11800/11800)","219.1","18.26","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000504","219,10 x 18,26 x SC GºB ASTM A 106 8"" SCH 120 (8700/11800)","219.1","18.26","8700","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000505","219,10 x 20,62 x SC GºB ASTM A 106 8"" SCH 140 (11800/11800)","219.1","20.62","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000506","219,10 x 23,01 x SC GºB ASTM A 106 8"" SCH 160 (11800/11800)","219.1","23.01","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000507","219,10 x 23,01 x SC SAE 1008 ASTM A 106 / API 5L 8"" SCH 160 (11800/11800)","219.1","23.01","11800","11800","SC","SAE 1008","","ASTM A 106 / API 5L","","","mp"
"C0000508","273,00 x 6,35 x SC SAE 1020 ASTM A 106 10"" SCH 20 (11800/11800)","273","6.35","11800","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000509","273,00 x 6,35 x SC GºB ASTM A 106 / API 5L 10"" SCH 20 (11800/11800)","273","6.35","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000510","273,00 x 7,80 x SC SAE 1020 ASTM A 106 10"" SCH 30 (11800/11800)","273","7.8","11800","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000511","273,00 x 7,80 x SC GºB ASTM A 106 / API 5L 10"" SCH 30 (11800/11800)","273","7.8","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000512","273,00 x 9,27 x SC SAE 1020 ASTM A 106 / API 5L 10"" SCH 40 (11800/11800)","273","9.27","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000513","273,00 x 9,27 x SC GºB ASTM A 106 10"" SCH 40 (8700/11830)","273","9.27","8700","11830","SC","GºB","","ASTM A 106","","","mp"
"C0000514","273,00 x 12,70 x SC SAE 1020 ASTM A 106 / API 5L 10"" SCH 60 (11800/11800)","273","12.7","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000515","273,00 x 12,70 x SC SAE 1020 ASTM A 106 10"" SCH 60 (10950/11800)","273","12.7","10950","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000516","273,00 x 14,93 x SC SAE 1020 ASTM A 106 10"" (11800/11800)","273","14.93","11800","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000517","273,00 x 15,09 x SC SAE 1020 ASTM A 106 / API 5L 10"" SCH 80 (11700/11800)","273","15.09","11700","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000518","273,00 x 15,09 x SC GºB ASTM A 106 10"" SCH 80 (8550/11800)","273","15.09","8550","11800","SC","GºB","","ASTM A 106","REDONDO","CONDUCCION","mp"
"C0000519","273,00 x 18,26 x SC SAE 1020 ASTM A 106 10"" SCH 100 (11800/11800)","273","18.26","11800","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000520","273,00 x 18,26 x SC GºB ASTM A 106 / API 5L 10"" SCH 100 (11800/11800)","273","18.26","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000521","273,00 x 21,44 x SC GºB ASTM A 106 10"" SCH 120 (11800/11800)","273","21.44","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000522","273,00 x 21,44 x SC GºB PSL1 ASTM A 106 / API 5L 10"" SCH 120 (11800/11800)","273","21.44","11800","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","","","mp"
"C0000523","273,00 x 28,58 x SC GºB ASTM A 106 10"" SCH 160 (11800/11800)","273","28.58","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000524","273,00 x 28,58 x SC GºB ASTM A 106 / API 5L 10"" SCH 160 (11800/11800)","273","28.58","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000525","323,80 x 6,35 x SC SAE 1020 ASTM A 106 12"" SCH 20 (11800/11800)","323.8","6.35","11800","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000526","323,80 x 6,35 x SC SAE 1020 ASTM A 106 / API 5L 12"" SCH 20 (11800/11800)","323.8","6.35","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
