"Código","Nombre","Díametro Exterior","Espesor Nominal","Largo Mínimo","Largo Máximo","Tipo Costura","Tipo de Acero","Tratamiento Térmico","Norma","Forma","Rubro","Materia prima"
"C0000527","323,80 x 8,38 x SC SAE 1020 ASTM A 106 / API 5L 12"" SCH 30 (11800/11800)","323.8","8.38","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000528","323,80 x 9,52 x SC SAE 1020 ASTM A 106 / API 5L 12"" SCH STD (11800/11800)","323.8","9.52","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000529","323,80 x 9,52 x SC GºB ASTM A 106 12"" SCH STD (7280/11800)","323.8","9.52","7280","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000530","323,80 x 10,31 x SC SAE 1020 ASTM A 106 / API 5L 12"" SCH 40 (11700/11800)","323.8","10.31","11700","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000531","323,80 x 10,31 x SC GºB ASTM A 106 12"" SCH 40 (7000/11800)","323.8","10.31","7000","11800","SC","GºB","","ASTM A 106","REDONDO","CONDUCCION","mp"
"C0000532","323,80 x 12,70 x SC SAE 1020 ASTM A 106 / API 5L 12"" SCH XS (11800/11800)","323.8","12.7","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000533","323,80 x 14,27 x SC SAE 1020 ASTM A 106 12"" SCH 60 (11800/11800)","323.8","14.27","11800","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000534","323,80 x 14,27 x SC SAE 1020 ASTM A 106 / API 5L 12"" SCH 60 (11800/11800)","323.8","14.27","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000535","323,80 x 17,48 x SC SAE 1020 ASTM A 106 / API 5L 12"" SCH 80 (11800/11800)","323.8","17.48","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000536","323,80 x 17,48 x SC SAE 1020 ASTM A 106 12"" SCH 80 (5800/11800)","323.8","17.48","5800","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000537","323,80 x 21,44 x SC GºB ASTM A 106 12"" SCH 100 (11800/11800)","323.8","21.44","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000538","323,80 x 21,44 x SC GºB ASTM A 106 / API 5L 12"" SCH 100 (11800/11800)","323.8","21.44","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000539","323,80 x 28,57 x SC GºB PSL1 ASTM A 106 / API 5L 12"" SCH 140 (10300/10300)","323.8","28.57","10300","10300","SC","GºB PSL1","","ASTM A 106 / API 5L","","","mp"
"C0000540","323,80 x 28,57 x SC GºB ASTM A 106 12"" SCH 140 (11800/11800)","323.8","28.57","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000541","323,80 x 33,32 x SC GºB ASTM A 106 / API 5L 12"" SCH 160 (11800/11800)","323.8","33.32","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000542","323,80 x 33,32 x SC SAE 1020 ASTM A 106 12"" SCH 160 (6000/11800)","323.8","33.32","6000","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000543","355,60 x 6,35 x SC GºB ASTM A 106 14"" SCH 10 (6000/6000)","355.6","6.35","6000","6000","SC","GºB","","ASTM A 106","","","mp"
"C0000544","355,60 x 7,92 x SC GºB ASTM A 106 / API 5L 14"" SCH 20 (11800/11800)","355.6","7.92","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000545","355,60 x 7,92 x SC SAE 1020 ASTM A 106 14"" SCH 20 (6000/11800)","355.6","7.92","6000","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000546","355,60 x 9,52 x SC SAE 1020 ASTM A 106 14"" SCH STD (11800/11800)","355.6","9.52","11800","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000547","355,60 x 9,52 x SC GºB ASTM A 106 / API 5L 14"" SCH STD (11800/11800)","355.6","9.52","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000548","355,60 x 11,13 x SC SAE 1020 ASTM A 106 / API 5L 14"" SCH 40 (11800/11800)","355.6","11.13","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000549","355,60 x 11,13 x SC GºB ASTM A 106 14"" SCH 40 (8880/11800)","355.6","11.13","8880","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000550","355,60 x 12,70 x SC X42 PSL2 ASTM A 106 / API 5L 14"" SCH XS (11000/11800)","355.6","12.7","11000","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000551","355,60 x 12,70 x SC SAE 1020 ASTM A 106 / API 5L 14"" SCH XS (11800/11800)","355.6","12.7","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000552","355,60 x 19,05 x SC GºB ASTM A 106 / API 5L 14"" SCH 80 (11800/11800)","355.6","19.05","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000553","355,60 x 19,05 x SC GºB ASTM A 106 14"" SCH 80 (6050/11800)","355.6","19.05","6050","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000554","355,60 x 23,83 x SC GºB ASTM A 106 14"" SCH 100 (11800/11800)","355.6","23.83","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000555","355,60 x 35,71 x SC GºB ASTM A 106 14"" SCH 160 (6000/11800)","355.6","35.71","6000","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000556","406,40 x 6,35 x SC SAE 1020 ASTM A 106 16"" SCH 10 (6000/8000)","406.4","6.35","6000","8000","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000557","406,40 x 9,52 x SC SAE 1020 ASTM A 106 / API 5L 16"" SCH 30 (11800/11800)","406.4","9.52","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000558","406,40 x 9,52 x SC GºB ASTM A 106 16"" SCH 30 (8780/11800)","406.4","9.52","8780","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000559","406,40 x 12,70 x SC SAE 1020 ASTM A 106 / API 5L 16"" SCH 40 (11800/11800)","406.4","12.7","11800","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000560","406,40 x 12,70 x SC ASTM A 106 16"" SCH 40 (7000/11800)","406.4","12.7","7000","11800","SC","","","ASTM A 106","","","mp"
"C0000561","406,40 x 14,50 x SC X42 PSL2 ASTM A 106 / API 5L 16"" (11500/11800)","406.4","14.5","11500","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000562","406,40 x 19,05 x SC GºB ASTM A 106 16"" (11800/11800)","406.4","19.05","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000563","406,40 x 20,74 x SC SAE 1020 ASTM A 106 16"" (11820/11820)","406.4","20.74","11820","11820","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000564","406,40 x 21,44 x SC SAE 1020 ASTM A 106 / API 5L 16"" SCH 80 (6310/11800)","406.4","21.44","6310","11800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000565","406,40 x 26,19 x SC SAE 1020 ASTM A 106 16"" SCH 100 (11800/11800)","406.4","26.19","11800","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000566","406,40 x 30,96 x SC GºB ASTM A 106 16"" SCH 120 (11800/11800)","406.4","30.96","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000567","406,40 x 36,53 x SC GºB ASTM A 106 16"" SCH 140 (11800/11800)","406.4","36.53","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000568","406,40 x 40,49 x SC GºB ASTM A 106 / API 5L 16"" SCH 160 (11800/11800)","406.4","40.49","11800","11800","SC","GºB","","ASTM A 106 / API 5L","","","mp"
"C0000569","406,40 x 40,49 x SC SAE 1020 ASTM A 106 16"" SCH 160 (6000/11800)","406.4","40.49","6000","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000570","457,20 x 7,92 x SC SAE 1020 ASTM A 106 18"" SCH 20 (5800/5800)","457.2","7.92","5800","5800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000571","457,20 x 9,52 x SC SAE 1020 ASTM A 106 18"" SCH STD (6000/11800)","457.2","9.52","6000","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000572","457,20 x 11,13 x SC GºB ASTM A 106 18"" SCH 30 (11800/11800)","457.2","11.13","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000573","457,20 x 12,70 x SC GºB ASTM A 106 18"" SCH XS (11800/11800)","457.2","12.7","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000574","457,20 x 14,27 x SC GºB ASTM A 106 18"" SCH 40 (7000/11600)","457.2","14.27","7000","11600","SC","GºB","","ASTM A 106","","","mp"
"C0000575","457,20 x 19,05 x SC GºB ASTM A 106 18"" SCH 60 (6000/11800)","457.2","19.05","6000","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000576","457,20 x 23,83 x SC SAE 1020 ASTM A 106 18"" SCH 80 (6000/11800)","457.2","23.83","6000","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000577","457,20 x 34,92 x SC GºB ASTM A 106 18"" SCH 120 (5800/11800)","457.2","34.92","5800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000578","457,20 x 45,24 x SC GºB ASTM A 106 18"" SCH 160 (7300/9110)","457.2","45.24","7300","9110","SC","GºB","","ASTM A 106","","","mp"
"C0000579","508,00 x 6,35 x SC GºB ASTM A 106 20"" SCH 10 (8500/8500)","508","6.35","8500","8500","SC","GºB","","ASTM A 106","","","mp"
"C0000580","508,00 x 7,30 x SC SAE 1020 ASTM A 106 20"" (10500/10500)","508","7.3","10500","10500","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000581","508,00 x 9,52 x SC SAE 1020 ASTM A 106 20"" SCH STD/20 (5800/5800)","508","9.52","5800","5800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000582","508,00 x 12,70 x SC SAE 1020 ASTM A 106 20"" SCH XS/30 (6000/11800)","508","12.7","6000","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000583","508,00 x 15,09 x SC SAE 1020 ASTM A 106 20"" SCH 40 (6000/11800)","508","15.09","6000","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000584","508,00 x 26,19 x SC GºB ASTM A 106 20"" SCH 80 (6000/11800)","508","26.19","6000","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000585","508,00 x 32,54 x SC SAE 1020 ASTM A 106 / API 5L 20"" SCH 100 (5800/5800)","508","32.54","5800","5800","SC","SAE 1020","","ASTM A 106 / API 5L","","","mp"
"C0000586","508,00 x 32,54 x SC SAE 1020 ASTM A 106 20"" SCH 100 (6000/7850)","508","32.54","6000","7850","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000587","508,00 x 50,01 x SC GºB ASTM A 106 20"" SCH 160 (7600/7850)","508","50.01","7600","7850","SC","GºB","","ASTM A 106","","","mp"
"C0000588","558,80 x 6,40 x SC GºB ASTM A 106 22"" (7550/9070)","558.8","6.4","7550","9070","SC","GºB","","ASTM A 106","","","mp"
"C0000589","558,80 x 7,20 x SC GºB ASTM A 106 22"" (7560/9070)","558.8","7.2","7560","9070","SC","GºB","","ASTM A 106","","","mp"
"C0000590","558,80 x 12,70 x SC GºB ASTM A 106 22"" (11210/11210)","558.8","12.7","11210","11210","SC","GºB","","ASTM A 106","","","mp"
"C0000591","609,60 x 6,35 x SC SAE 1020 ASTM A 106 24"" SCH 10 (6000/10600)","609.6","6.35","6000","10600","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000592","609,60 x 9,52 x SC SAE 1020 ASTM A 106 24"" SCH STD/20 (6000/6000)","609.6","9.52","6000","6000","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000593","609,60 x 9,52 x SC X42 PSL2 ASTM A 106 / API 5L 24"" SCH STD/20 (11500/11800)","609.6","9.52","11500","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000594","609,60 x 12,70 x SC SAE 1020 ASTM A 106 24"" SCH XS (5800/10000)","609.6","12.7","5800","10000","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000595","609,60 x 14,27 x SC SAE 1020 ASTM A 106 24"" SCH 30 (6000/9000)","609.6","14.27","6000","9000","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000596","609,60 x 17,48 x SC GºB PSL1 ASTM A 106 / API 5L 24"" SCH 40 (6000/6000)","609.6","17.48","6000","6000","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000597","609,60 x 24,60 x SC SAE 1020 ASTM A 106 24"" SCH 60 (6000/9450)","609.6","24.6","6000","9450","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000598","609,60 x 30,96 x SC SAE 1020 ASTM A 106 24"" SCH 80 (6000/11800)","609.6","30.96","6000","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000599","762,00 x 9,50 x SC ASTM A 106 30"" SCH STD (7540/9050)","762","9.5","7540","9050","SC","","","ASTM A 106","","","mp"
"C0000600","219,10 x 6,35 x CC RI ASTM A 53 Gr A 8"" SCH 20 (10300/12900)","219.1","6.35","10300","12900","CC RI","","","ASTM A 53 Gr A","","","mp"
"C0000601","219,10 x 8,18 x CC RI ASTM A 120 8"" SCH 40 (11000/13000)","219.1","8.18","11000","13000","CC RI","","","ASTM A 120","","","mp"
"C0000602","323,80 x 6,35 x CC RI API 5L / A53 12"" SCH 20 (6000/6000)","323.8","6.35","6000","6000","CC RI","","","API 5L / A53","","","mp"
"C0000603","323,80 x 9,52 x CC RI API 5L / A53 12"" SCH STD (6000/6000)","323.8","9.52","6000","6000","CC RI","","","API 5L / A53","","","mp"
"C0000604","323,80 x 10,31 x CC RI API 5L / A53 12"" SCH 40 (6000/6000)","323.8","10.31","6000","6000","CC RI","","","API 5L / A53","","","mp"
"C0000605","323,80 x 10,31 x CC RI ASTM A 120 12"" SCH 40 (11000/13000)","323.8","10.31","11000","13000","CC RI","","","ASTM A 120","","","mp"
"C0000606","355,60 x 6,35 x CC RI API 5L / A53 14"" SCH 10 (6000/6000)","355.6","6.35","6000","6000","CC RI","","","API 5L / A53","","","mp"
"C0000607","355,60 x 7,92 x CC RI API 5L / A53 14"" SCH 20 (6000/6000)","355.6","7.92","6000","6000","CC RI","","","API 5L / A53","","","mp"
"C0000608","355,60 x 9,52 x CC RI API 5L / A53 14"" SCH STD (6000/6000)","355.6","9.52","6000","6000","CC RI","","","API 5L / A53","","","mp"
"C0000609","406,40 x 12,70 x CC RI API 5L / A53 16"" SCH 40 (6000/6000)","406.4","12.7","6000","6000","CC RI","","","API 5L / A53","","","mp"
"C0000610","60,30 x 4,75 x LPU ST 52-3 DIN 2393  (7390/7390)","60.3","4.75","7390","7390","LPU","ST 52-3","","DIN 2393 ","","","mp"
"C0000611","73,50 x 5,00 x LPU ST 52-3 DIN 2393  (5000/6200)","73.5","5","5000","6200","LPU","ST 52-3","","DIN 2393 ","","","mp"
"C0000612","86,20 x 5,00 x LPU ST 52-3 DIN 2393  (5000/7200)","86.2","5","5000","7200","LPU","ST 52-3","","DIN 2393 ","","","mp"
"C0000613","114,30 x 17,12 x SC X42 PSL1 ASTM A 106 / API 5L 4"" SCH XXS (11800/11800)","114.3","17.12","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000614","406,40 x 9,52 x SC X42 PSL1 ASTM A 106 / API 5L 16"" SCH 30 (11000/11800)","406.4","9.52","11000","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000615","60,30 x 8,74 x SC GºB PSL1 ASTM A 106 / API 5L 2"" SCH 160 (11800/11800)","60.3","8.74","11800","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000616","114,30 x 12,70 x SC X42 PSL2 ASTM A 106 / API 5L 4"" (11800/11800)","114.3","12.7","11800","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000617","114,30 x 17,12 x SC X42 PSL2 ASTM A 106 / API 5L 4"" SCH XXS (11800/11800)","114.3","17.12","11800","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000618","355,60 x 7,92 x SC X42 PSL2 ASTM A 106 / API 5L 14"" SCH 20 (11000/11800)","355.6","7.92","11000","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000619","60,30 x 1,50 x CCC LF SAE 1004/1008 (6580/6580)","60.3","1.5","6580","6580","CCC","SAE 1004/1008","LF","","REDONDO","ESTRUCTURAL","mp"
"C0000620","26,70 x 5,56 x SC SAE 1008/1010   ASTM A 519 3/4"" SCH 160 (5800/5800)","26.7","5.56","5800","5800","SC","SAE 1008/1010  ","","ASTM A 519","REDONDO","PARA TREFILAR","mp"
"C0000621","33,40 x 1,90 x SC SAE 1008/1010   ASTM A 519 (5800/5800)","33.4","1.9","5800","5800","SC","SAE 1008/1010  ","","ASTM A 519","REDONDO","PARA TREFILAR","mp"
"C0000622","33,40 x 6,30 x SC SAE 1008/1010   ASTM A 519 (5800/5800)","33.4","6.3","5800","5800","SC","SAE 1008/1010  ","","ASTM A 519","REDONDO","PARA TREFILAR","mp"
"C0000623","38,10 x 3,20 x SC SAE 1008/1010   ASTM A 519 (5800/5800)","38.1","3.2","5800","5800","SC","SAE 1008/1010  ","","ASTM A 519","REDONDO","PARA TREFILAR","mp"
"C0000624","42,20 x 2,90 x SC SAE 1008/1010   ASTM A 519 (5800/5800)","42.2","2.9","5800","5800","SC","SAE 1008/1010  ","","ASTM A 519","REDONDO","PARA TREFILAR","mp"
"C0000625","42,20 x 6,35 x SC SAE 1008/1010   ASTM A 519 1 1/4"" SCH 160 (5800/5800)","42.2","6.35","5800","5800","SC","SAE 1008/1010  ","","ASTM A 519","REDONDO","PARA TREFILAR","mp"
"C0000626","42,20 x 7,01 x SC SAE 1008/1010   ASTM A 519 (5800/5800)","42.2","7.01","5800","5800","SC","SAE 1008/1010  ","","ASTM A 519","REDONDO","PARA TREFILAR","mp"
"C0000627","42,20 x 8,00 x SC SAE 1008/1010   ASTM A 519 (5800/5800)","42.2","8","5800","5800","SC","SAE 1008/1010  ","","ASTM A 519","REDONDO","PARA TREFILAR","mp"
"C0000628","34,00 x 2,00 x CC RI LF SAE 1004/1008 IRAM 500-2590 (6000/6000)","34","2","6000","6000","CC RI","SAE 1004/1008","LF","IRAM 500-2590","REDONDO","PARA TREFILAR","mp"
"C0000629","323,80 x 17,48 x SC X42 PSL1 ASTM A 106 / API 5L 12"" SCH 80 (11000/11800)","323.8","17.48","11000","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000630","141,30 x 6,55 x SC GºB PSL1 ASTM A 106 / API 5L 5"" SCH 40 (11800/11800)","141.3","6.55","11800","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000631","219,10 x 7,04 x SC GºB PSL1 ASTM A 106 / API 5L 8"" SCH 30 (11800/11800)","219.1","7.04","11800","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000632","273,00 x 6,35 x SC GºB PSL1 ASTM A 106 / API 5L 10"" SCH 20 (11800/11800)","273","6.35","11800","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000633","273,00 x 9,27 x SC GºB PSL1 ASTM A 106 / API 5L 10"" SCH 40 (11800/11800)","273","9.27","11800","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000634","323,80 x 6,35 x SC GºB PSL1 ASTM A 106 / API 5L 12"" SCH 20 (11800/11800)","323.8","6.35","11800","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000635","323,80 x 8,38 x SC GºB PSL1 ASTM A 106 / API 5L 12"" SCH 30 (11800/11800)","323.8","8.38","11800","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000636","355,60 x 19,05 x SC GºB PSL1 ASTM A 106 / API 5L 14"" SCH 80 (11800/11800)","355.6","19.05","11800","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000637","406,40 x 21,44 x SC GºB PSL1 ASTM A 106 / API 5L 16"" SCH 80 (11800/11800)","406.4","21.44","11800","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000638","141,30 x 6,55 x SC GºB PSL1 ASTM A 106 / API 5L 5"" SCH 40 (11800/11800)","141.3","6.55","11800","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000639","88,90 x 7,62 x SC X42 PSL1 ASTM A 106 / API 5L 3"" SCH 80 (11800/11800)","88.9","7.62","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000640","114,30 x 13,49 x SC X42 PSL1 ASTM A 106 / API 5L 4"" SCH 160 (11800/11800)","114.3","13.49","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000641","168,30 x 14,27 x SC X42 PSL1 ASTM A 106 / API 5L 6"" SCH 120 (11800/11800)","168.3","14.27","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000642","273,00 x 12,70 x SC X42 PSL1 ASTM A 106 / API 5L 10"" SCH 60 (11800/11800)","273","12.7","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000643","273,00 x 15,09 x SC X42 PSL1 ASTM A 106 / API 5L 10"" SCH 80 (11800/11800)","273","15.09","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000644","323,80 x 6,35 x SC X42 PSL1 ASTM A 106 / API 5L 12"" SCH 20 (11800/11800)","323.8","6.35","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000645","355,60 x 11,13 x SC X42 PSL1 ASTM A 106 / API 5L 14"" SCH 40 (11800/11800)","355.6","11.13","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000646","406,40 x 9,52 x SC X42 PSL1 ASTM A 106 / API 5L 16"" SCH 30 (11800/11800)","406.4","9.52","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000647","114,30 x 6,02 x SC X42 PSL1 ASTM A 106 / API 5L 4"" SCH 40 (11800/11800)","114.3","6.02","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000648","114,30 x 8,56 x SC X42 PSL1 ASTM A 106 / API 5L 4"" SCH 80 (11800/11800)","114.3","8.56","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000649","114,30 x 12,70 x SC X42 PSL1 ASTM A 106 / API 5L 4"" (11800/11800)","114.3","12.7","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000650","141,30 x 6,55 x SC X42 PSL1 ASTM A 106 / API 5L 5"" SCH 40 (11800/11800)","141.3","6.55","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000651","168,30 x 7,11 x SC X42 PSL1 ASTM A 106 / API 5L 6"" SCH 40 (11800/11800)","168.3","7.11","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000652","168,30 x 10,97 x SC X42 PSL1 ASTM A 106 / API 5L 6"" SCH 80 (11800/11800)","168.3","10.97","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000653","168,30 x 18,26 x SC X42 PSL1 ASTM A 106 / API 5L 6"" SCH 160 (11800/11800)","168.3","18.26","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000654","273,00 x 9,27 x SC X42 PSL1 ASTM A 106 / API 5L 10"" SCH 40 (11800/11800)","273","9.27","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000655","323,80 x 9,52 x SC X42 PSL1 ASTM A 106 / API 5L 12"" SCH STD (11800/11800)","323.8","9.52","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0000656","355,60 x 7,92 x SC X42 PSL1 ASTM A 106 / API 5L 14"" SCH 20 (11800/11800)","355.6","7.92","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
