"Lista de precios","Producto","UOM","Proveedor","Precio"
"VENTA","60,30 x 4,75 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 4,75 x LPU ST 52-3 DIN 2393  (7390/7390)","KILOGRAMO","","0.00"
"VENTA","60,30 x 4,75 x LPU ST 52-3 DIN 2393  (5000/7500)","KILOGRAMO","","0.00"
"VENTA","60,30 x 4,75 x LPU ST 52-3 DIN 2393  (5000/5800)","KILOGRAMO","","0.00"
"VENTA","60,30 x 4,75 x CC RI LC SAE 1020 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 4,75 x CC RI LC SAE 1010 DIN 2394 (6000/6400)","KILOGRAMO","","0.00"
"VENTA","60,30 x 4,75 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 4,75 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (6400/6400)","KILOGRAMO","","0.00"
"VENTA","60,30 x 4,55 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 4,55 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","VALLOUREC","1.70"
"VENTA","60,30 x 4,55 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 4,25 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 4,25 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","VALLOUREC","1.75"
"VENTA","60,30 x 4,25 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 4,25 x SC SAE 1010 (12000/12000)","KILOGRAMO","ADLER STEEL LTD","0.00"
"VENTA","60,30 x 4,25 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 4,05 x CC RI LC SAE 1004/1008 IRAM 500-2590 (7000/7000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 4,00 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 4,00 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (9000/9000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 4,00 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (6400/6400)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,91 x SC X52 PSL2 ASTM A 106 / API 5L 2"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 3,91 x SC X52 PSL2 ASTM A 106 / API 5L 2"" SCH 40 (11800/11800)","KILOGRAMO","TPCO","1.81"
"VENTA","60,30 x 3,91 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 2"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 3,91 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 2"" SCH 40 (11800/11800)","KILOGRAMO","CUMIC","3.07"
"VENTA","60,30 x 3,91 x SC X42 PSL1 ASTM A 106 / API 5L 2"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 3,91 x SC X42 PSL1 ASTM A 106 / API 5L 2"" SCH 40 (11800/11800)","KILOGRAMO","TPCO","0.00"
"COMPRA","60,30 x 3,91 x SC X42 PSL1 ASTM A 106 / API 5L 2"" SCH 40 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","1.14"
"VENTA","60,30 x 3,91 x SC SAE 1020 ASTM A 519 2"" SCH 40 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,91 x SC SAE 1020 ASTM A 106 / API 5L 2"" SCH 40 (11800/11800)","KILOGRAMO","","2.03"
"REVENDEDOR","60,30 x 3,91 x SC SAE 1020 ASTM A 106 / API 5L 2"" SCH 40 (11800/11800)","KILOGRAMO","","2.10"
"VENTA","60,30 x 3,91 x SC SAE 1010 2"" SCH 40 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,91 x SC SAE 1008/1010   ASTM A 192 2"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,91 x SC SAE 1008 ASTM A 519 2"" SCH 40 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,91 x SC SAE 1008 ASTM A 192 2"" SCH 40 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,91 x SC GºB PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 2","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,91 x SC GºB PSL1 ASTM A 106 / API 5L 2"" SCH 40 (11800/11800)","KILOGRAMO","","2.03"
"REVENDEDOR","60,30 x 3,91 x SC GºB PSL1 ASTM A 106 / API 5L 2"" SCH 40 (11800/11800)","KILOGRAMO","","2.10"
"COMPRA","60,30 x 3,91 x SC GºB PSL1 ASTM A 106 / API 5L 2"" SCH 40 (11800/11800)","KILOGRAMO","CUMIC","1.21"
"VENTA","60,30 x 3,91 x SC GºB ASTM A 106 2"" SCH 40 (11800/11800)","KILOGRAMO","","2.03"
"REVENDEDOR","60,30 x 3,91 x SC GºB ASTM A 106 2"" SCH 40 (11800/11800)","KILOGRAMO","","2.10"
"VENTA","60,30 x 3,91 x SC GºB ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 2"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 3,91 x SC GºB ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 2"" SCH 40 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","2.35"
"VENTA","60,30 x 3,91 x SC Gr.6 ASTM A 333 2"" SCH 40 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,91 x SC 316 L ASTM A 312 2"" SCH 40 (5800/5800)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 3,91 x SC 316 L ASTM A 312 2"" SCH 40 (5800/5800)","KILOGRAMO","TUBACEX","6.45"
"VENTA","60,30 x 3,91 x SC 304 L ASTM A 312 2"" SCH 40 (5800/5800)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 3,91 x SC 304 L ASTM A 312 2"" SCH 40 (5800/5800)","KILOGRAMO","TUBACEX","4.25"
"COMPRA","60,30 x 3,91 x CC (ERW) GºB PSL1 API 5L / A53 2"" SCH STD (11800/11800)","KILOGRAMO","CUMIC","0.00"
"VENTA","60,30 x 3,75 x CC RI LC SAE 1010 DIN 2394 (4500/4500)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,75 x CC RI LC SAE 1008/1010   DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,60 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 3,60 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","YIYANG","0.00"
"VENTA","60,30 x 3,50 x CC RI LC F-24   ASTM A 53 Gr A (6400/6400)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,40 x CC RI LC ST 52-3 (6100/6500)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,35 x SC SAE 1020 (7500/7500)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,35 x SC SAE 1020 (6700/6700)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,35 x SC SAE 1020 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,35 x SC SAE 1020 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,35 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,35 x CC RI LC SAE 1021 EN 10305-3 E275+N (7100/7200)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,35 x CC RI LC SAE 1021 EN 10305-3 E275+N (6400/6400)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,35 x CC RI LC SAE 1021 EN 10305-3 E275+N (6000/6000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,35 x CC RI LC SAE 1021 (5700/5700)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,35 x CC RI LC SAE 1020 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,35 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,35 x CC RI GAL SAE 1010 NBR 5597 NPT (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 3,35 x CC RI GAL SAE 1010 NBR 5597 NPT (6000/6000)","KILOGRAMO","TUPER","2.26"
"VENTA","60,30 x 3,20 x SC SAE 1020 ASTM A 519 (4000/5000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,20 x SC SAE 1020 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,20 x SC SAE 1010 ASTM A 192 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,20 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,20 x SC SAE 1008 ASTM A 519 (2500/3500)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,20 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,20 x CCC LC MLC 380 (5900/5900)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,20 x CC RI LC SAE 1004/1008 IRAM 500-2590 (2100/3500)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,20 x CC RI LC SAE 1004/1008 IRAM 500-2590 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,00 x CC RI SAE 1008/1010   (2000/2000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,00 x CC RI LC SAE 1010 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 3,00 x CC RI GAL SAE 1010 NBR 5598 BSP (6000/6000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 2,85 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (7700/7700)","KILOGRAMO","","0.00"
"VENTA","60,30 x 2,77 x SC 316 L ASTM A 312 2"" SCH 10 (5800/5800)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 2,77 x SC 316 L ASTM A 312 2"" SCH 10 (5800/5800)","KILOGRAMO","TUBACEX","6.45"
"VENTA","60,30 x 2,77 x SC 304 L ASTM A 312 2"" SCH 10 (5800/5800)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 2,77 x SC 304 L ASTM A 312 2"" SCH 10 (5800/5800)","KILOGRAMO","TUBACEX","4.25"
"VENTA","60,30 x 2,65 x CC RI LC SAE 1010 DIN 2394 (7700/7700)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 2,65 x CC RI LC SAE 1010 DIN 2394 (7700/7700)","KILOGRAMO","IMCA Y PER","1.16"
"COMPRA","60,30 x 2,65 x CC RI LC SAE 1010 DIN 2394 (7700/7700)","KILOGRAMO","TUPER","1.64"
"VENTA","60,30 x 2,50 x CC RI DEC F-24 SAE 1004/1008 IRAM 500-2590 (4400/4400)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 2,50 x CC RI DEC (4400/4400)","KILOGRAMO","ORTIZ","1.24"
"VENTA","60,30 x 2,35 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 2,35 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","KILOGRAMO","IMCA Y PER","1.14"
"VENTA","60,30 x 2,25 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (7700/7700)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 2,25 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (7700/7700)","KILOGRAMO","IMCA Y PER","1.14"
"COMPRA","60,30 x 2,25 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (7700/7700)","KILOGRAMO","TUPER","1.66"
"VENTA","60,30 x 2,25 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (12000/12000)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 2,25 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (12000/12000)","KILOGRAMO","TUPER","1.67"
"VENTA","60,30 x 2,00 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 2,00 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 11,07 x SC X52 PSL2 ASTM A 106 / API 5L 2"" SCH XXS (10000/11800)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 11,07 x SC X52 PSL2 ASTM A 106 / API 5L 2"" SCH XXS (10000/11800)","KILOGRAMO","TPCO","1.70"
"VENTA","60,30 x 11,07 x SC X42 PSL1 ASTM A 106 / API 5L 2"" SCH XXS (11800/11800)","KILOGRAMO","","0.00"
"VENTA","60,30 x 11,07 x SC GºB ASTM A 106 / API 5L 2"" SCH XXS (11800/11800)","KILOGRAMO","","2.13"
"REVENDEDOR","60,30 x 11,07 x SC GºB ASTM A 106 / API 5L 2"" SCH XXS (11800/11800)","KILOGRAMO","","2.20"
"VENTA","60,30 x 11,07 x SC ASTM A 192 2"" SCH XXS (5800/5800)","KILOGRAMO","","0.00"
"VENTA","60,30 x 1,80 x CC RI LC SAE 1004/1008 IRAM 500-2590 (7000/7000)","KILOGRAMO","","0.00"
"VENTA","60,30 x 1,50 x CCC LF SAE 1004/1008 (6580/6580)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 1,50 x CCC LF SAE 1004/1008 (6580/6580)","KILOGRAMO","SIDERSA","1.37"
"VENTA","60,30 x 1,50 x CC RI LF SAE 1008 (6580/6580)","KILOGRAMO","","0.00"
"COMPRA","60,30 x 1,50 x CC RI LF SAE 1008 (6580/6580)","KILOGRAMO","IMCA Y PER","1.30"
"COMPRA","60,30 x 1,50 x CC RI LF SAE 1008 (6580/6580)","KILOGRAMO","TUPER","2.22"
"VENTA","6,00 x 0,70 x LPU (5800/5800)","KILOGRAMO","","0.00"
"VENTA","58,80 x 4,00 x LPU ST 52-3 DIN 2393  (5050/5510)","KILOGRAMO","","0.00"
"VENTA","58,50 x 4,05 x CCB SAE 1008/1010   SAE 1010 (5400/6100)","KILOGRAMO","","0.00"
"VENTA","57,15 x 1,20 x CC RI LF SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","558,80 x 7,20 x SC GºB ASTM A 106 22"" (7560/9070)","KILOGRAMO","","0.00"
"VENTA","558,80 x 6,40 x SC GºB ASTM A 106 22"" (7550/9070)","KILOGRAMO","","0.00"
"VENTA","558,80 x 12,70 x SC GºB ASTM A 106 22"" (11210/11210)","KILOGRAMO","","0.00"
"VENTA","508,00 x 9,52 x SC X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","KILOGRAMO","","0.00"
"VENTA","508,00 x 9,52 x SC X52 PSL2 ASTM A 106 / API 5L 20"" SCH STD/20 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","508,00 x 9,52 x SC X52 PSL2 ASTM A 106 / API 5L 20"" SCH STD/20 (11800/11800)","KILOGRAMO","TPCO","2.02"
"VENTA","508,00 x 9,52 x SC X42 PSL2 ASTM A 106 / API 5L 20"" SCH STD (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","508,00 x 9,52 x SC X42 PSL2 ASTM A 106 / API 5L 20"" SCH STD (11800/11800)","KILOGRAMO","CUMIC","1.39"
"VENTA","508,00 x 9,52 x SC SAE 1020 ASTM A 106 20"" SCH STD/20 (5800/5800)","KILOGRAMO","","2.51"
"REVENDEDOR","508,00 x 9,52 x SC SAE 1020 ASTM A 106 20"" SCH STD/20 (5800/5800)","KILOGRAMO","","2.58"
"VENTA","508,00 x 9,52 x SC GºB PSL2 ASTM A 106 / API 5L 20"" SCH STD/20 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","508,00 x 9,52 x SC GºB PSL2 ASTM A 106 / API 5L 20"" SCH STD/20 (11800/11800)","KILOGRAMO","CUMIC","0.00"
"COMPRA","508,00 x 9,52 x SC GºB PSL2 ASTM A 106 / API 5L 20"" SCH STD/20 (11800/11800)","KILOGRAMO","TPCO","0.00"
"VENTA","508,00 x 9,52 x SC Gr.6 ASTM A 333 20"" SCH 20/STD (5800/12500)","KILOGRAMO","","0.00"
"VENTA","508,00 x 9,52 x CC (ERW) X70 PSL2 API 5L 20"" SCH STD (10500/12500)","KILOGRAMO","","0.00"
"COMPRA","508,00 x 9,52 x CC (ERW) GºB PSL1 API 5L / A53 20"" SCH STD/20 (10500/12500)","KILOGRAMO","CUMIC","0.00"
"VENTA","508,00 x 7,30 x SC SAE 1020 ASTM A 106 20"" (10500/10500)","KILOGRAMO","","0.00"
"VENTA","508,00 x 6,35 x SC GºB ASTM A 106 20"" SCH 10 (8500/8500)","KILOGRAMO","","0.00"
"VENTA","508,00 x 6,35 x SC Gr.6 ASTM A 333 20"" SCH 10 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","508,00 x 6,35 x CC (ERW) GºB PSL1 API 5L 20"" SCH 10 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","508,00 x 6,35 x CC (ERW) GºB PSL1 API 5L 20"" SCH 10 (11800/11800)","KILOGRAMO","GATES TRADING HK LTD - (Rafael Silva)","1.12"
"VENTA","508,00 x 50,01 x SC GºB ASTM A 106 20"" SCH 160 (7600/7850)","KILOGRAMO","","2.62"
"REVENDEDOR","508,00 x 50,01 x SC GºB ASTM A 106 20"" SCH 160 (7600/7850)","KILOGRAMO","","2.69"
"VENTA","508,00 x 32,54 x SC X42 PSL2 ASTM A 106 / API 5L 20"" SCH 100 (7000/10000)","KILOGRAMO","","0.00"
"COMPRA","508,00 x 32,54 x SC X42 PSL2 ASTM A 106 / API 5L 20"" SCH 100 (7000/10000)","KILOGRAMO","TPCO","1.98"
"VENTA","508,00 x 32,54 x SC SAE 1020 ASTM A 106 20"" SCH 100 (6000/7850)","KILOGRAMO","","0.00"
"VENTA","508,00 x 32,54 x SC SAE 1020 ASTM A 106 / API 5L 20"" SCH 100 (5800/5800)","KILOGRAMO","","0.00"
"VENTA","508,00 x 32,54 x SC GºB PSL2 ASTM A 106 / API 5L 20"" SCH 100 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","508,00 x 32,54 x SC GºB PSL2 ASTM A 106 / API 5L 20"" SCH 100 (11800/11800)","KILOGRAMO","TPCO","2.17"
"VENTA","508,00 x 26,19 x SC X52 PSL2 ASTM A 106 / API 5L 20"" SCH 80 (10000/11800)","KILOGRAMO","","0.00"
"COMPRA","508,00 x 26,19 x SC X52 PSL2 ASTM A 106 / API 5L 20"" SCH 80 (10000/11800)","KILOGRAMO","TPCO","1.99"
"VENTA","508,00 x 26,19 x SC X42 PSL1 ASTM A 106 / API 5L 20"" SCH 80 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","508,00 x 26,19 x SC GºB PSL2 ASTM A 106 / API 5L 20"" SCH 80 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","508,00 x 26,19 x SC GºB PSL2 ASTM A 106 / API 5L 20"" SCH 80 (11800/11800)","KILOGRAMO","CUMIC","0.00"
"COMPRA","508,00 x 26,19 x SC GºB PSL2 ASTM A 106 / API 5L 20"" SCH 80 (11800/11800)","KILOGRAMO","TPCO","0.00"
"VENTA","508,00 x 26,19 x SC GºB ASTM A 106 20"" SCH 80 (6000/11800)","KILOGRAMO","","2.62"
"REVENDEDOR","508,00 x 26,19 x SC GºB ASTM A 106 20"" SCH 80 (6000/11800)","KILOGRAMO","","2.69"
"VENTA","508,00 x 20,62 x X52 PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 20","KILOGRAMO","","0.00"
"VENTA","508,00 x 20,62 x SC X52 PSL1 ASTM A 106 / API 5L 20"" SCH 60 (11/13)","KILOGRAMO","","0.00"
"VENTA","508,00 x 20,62 x SC GºB ASTM A 106 / API 5L 20"" SCH 60 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","508,00 x 20,62 x CC X65 PSL2 API 5L 20"" SCH 60 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","508,00 x 15,09 x SC X52 PSL2 ASTM A 106 / API 5L 20"" SCH 40 (10000/11800)","KILOGRAMO","","0.00"
"COMPRA","508,00 x 15,09 x SC X52 PSL2 ASTM A 106 / API 5L 20"" SCH 40 (10000/11800)","KILOGRAMO","TPCO","1.99"
"VENTA","508,00 x 15,09 x SC X42 PSL2 ASTM A 106 / API 5L 20"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","508,00 x 15,09 x SC X42 PSL2 ASTM A 106 / API 5L 20"" SCH 40 (11800/11800)","KILOGRAMO","CUMIC","1.74"
"VENTA","508,00 x 15,09 x SC X42 PSL1 ASTM A 106 / API 5L 20"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","508,00 x 15,09 x SC SAE 1020 ASTM A 106 20"" SCH 40 (6000/11800)","KILOGRAMO","","2.51"
"REVENDEDOR","508,00 x 15,09 x SC SAE 1020 ASTM A 106 20"" SCH 40 (6000/11800)","KILOGRAMO","","2.58"
"VENTA","508,00 x 15,09 x SC GºB PSL2 ASTM A 106 / API 5L 20"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","508,00 x 15,09 x SC GºB PSL2 ASTM A 106 / API 5L 20"" SCH 40 (11800/11800)","KILOGRAMO","TPCO","2.00"
"VENTA","508,00 x 15,09 x CC X65 PSL2 API 5L 20"" SCH 40 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","508,00 x 12,70 x SC X52 PSL2 ASTM A 106 / API 5L 20"" SCH XS/30 (10000/11800)","KILOGRAMO","","0.00"
"COMPRA","508,00 x 12,70 x SC X52 PSL2 ASTM A 106 / API 5L 20"" SCH XS/30 (10000/11800)","KILOGRAMO","TPCO","1.69"
"VENTA","508,00 x 12,70 x SC X42 PSL1 ASTM A 106 / API 5L 20"" SCH XS/30 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","508,00 x 12,70 x SC SAE 1020 ASTM A 106 20"" SCH XS/30 (6000/11800)","KILOGRAMO","","0.00"
"VENTA","508,00 x 12,70 x SC GºB PSL2 ASTM A 106 / API 5L 20"" SCH XS/30 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","508,00 x 12,70 x SC GºB PSL2 ASTM A 106 / API 5L 20"" SCH XS/30 (11800/11800)","KILOGRAMO","TPCO","2.00"
"VENTA","508,00 x 12,70 x CC X65 PSL2 API 5L TRICAPADO 20"" SCH 30 (11/13)","KILOGRAMO","","0.00"
"VENTA","508,00 x 12,70 x CC X65 PSL2 API 5L 20"" SCH 30 (11/13)","KILOGRAMO","","0.00"
"VENTA","50,86 x 6,37 x SC SAE 1008/1010   (12050/12050)","KILOGRAMO","","0.00"
"VENTA","50,80 x 6,35 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","50,80 x 6,35 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","MARCEGAGLIA BRASIL","1.86"
"VENTA","50,80 x 6,30 x SC SAE 1010 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 6,30 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 5,30 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 4,75 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","50,80 x 4,75 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","VALLOUREC","1.70"
"VENTA","50,80 x 4,75 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"COMPRA","50,80 x 4,75 x SC SAE 1010 (12000/12000)","KILOGRAMO","ADLER STEEL LTD","0.00"
"VENTA","50,80 x 4,75 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 4,75 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 4,60 x SC SAE 1008/1010   ASTM A 192 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 4,50 x SC T22 ASTM A 213 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","50,80 x 4,50 x SC T22 ASTM A 213 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","3.20"
"VENTA","50,80 x 4,50 x SC T11 ASTM A 213 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","50,80 x 4,50 x SC T11 ASTM A 213 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","2.11"
"VENTA","50,80 x 4,50 x SC SAE 1010 ASTM A 192 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 4,50 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 4,25 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 4,25 x SC ASTM A 192 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","50,80 x 4,25 x SC ASTM A 192 (11800/11800)","KILOGRAMO","GATES TRADING HK LTD - (Rafael Silva)","1.26"
"VENTA","50,80 x 4,00 x SC T22 ASTM A 213 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","50,80 x 4,00 x SC T22 ASTM A 213 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","3.20"
"VENTA","50,80 x 4,00 x SC T11 ASTM A 213 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","50,80 x 4,00 x SC T11 ASTM A 213 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","2.11"
"VENTA","50,80 x 4,00 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 4,00 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"COMPRA","50,80 x 4,00 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","ADLER STEEL LTD","1.33"
"VENTA","50,80 x 4,00 x SC ASTM A 192 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","50,80 x 4,00 x SC ASTM A 192 (11800/11800)","KILOGRAMO","VALLOUREC","1.74"
"VENTA","50,80 x 4,00 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 4,00 x CC RI LC SAE 1004/1008 IRAM 500-2590 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 3,75 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 3,75 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 3,75 x CC RI LC SAE 1010 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 3,55 x CC RI LC SAE 1020 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 3,55 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6400)","KILOGRAMO","","0.00"
"VENTA","50,80 x 3,55 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 3,50 x SC SAE 1020 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
